name:,sensor
time,GAS
----,---
2021-08-23T16:03:21.468714Z,22
2021-08-23T16:03:22.003346Z,22
2021-08-23T16:03:23.227778Z,21
2021-08-23T16:03:23.755746Z,21
2021-08-23T16:03:24.240047Z,21
2021-08-23T16:03:25.634521Z,21
2021-08-23T16:03:27.558219Z,21
2021-08-23T16:03:27.925497Z,21
2021-08-23T16:03:28.293924Z,22
2021-08-23T16:03:28.665307Z,21
2021-08-23T16:03:29.014685Z,21
2021-08-23T16:03:29.365493Z,21
2021-08-23T16:03:29.720103Z,21
2021-08-23T16:03:30.066965Z,22
2021-08-23T16:03:30.431279Z,21
2021-08-23T16:03:30.886146Z,21
2021-08-23T16:03:32.275936Z,21
2021-08-23T16:03:32.638992Z,21
2021-08-23T16:03:36.431243Z,22
2021-08-23T16:03:37.22951Z,22
2021-08-23T16:03:38.9326Z,21
2021-08-23T16:03:39.283717Z,21
2021-08-23T16:03:39.630856Z,23
2021-08-23T16:03:40.015528Z,21
2021-08-23T16:03:40.390196Z,21
2021-08-23T16:03:40.739146Z,21
2021-08-23T16:03:41.117714Z,21
2021-08-23T16:03:42.555427Z,21
2021-08-23T16:03:42.912863Z,22
2021-08-23T16:03:43.265797Z,22
2021-08-23T16:03:43.630188Z,21
2021-08-23T16:03:43.976312Z,21
2021-08-23T16:03:44.335131Z,21
2021-08-23T16:03:44.691167Z,21
2021-08-23T16:03:45.029966Z,22
2021-08-23T16:03:45.657984Z,21
2021-08-23T16:03:46.047719Z,21
2021-08-23T16:03:47.521251Z,21
2021-08-23T16:03:47.896216Z,21
2021-08-23T16:03:49.343669Z,21
2021-08-23T16:03:49.698414Z,21
2021-08-23T16:03:50.146505Z,21
2021-08-23T16:03:50.574301Z,21
2021-08-23T16:03:51.038772Z,21
2021-08-23T16:03:51.466729Z,19
2021-08-23T16:03:51.959212Z,21
2021-08-23T16:03:52.346806Z,19
2021-08-23T16:03:52.883157Z,20
2021-08-23T16:03:53.399266Z,21
2021-08-23T16:03:53.892065Z,20
2021-08-23T16:03:54.24396Z,19
2021-08-23T16:03:54.630048Z,19
2021-08-23T16:03:55.271211Z,21
2021-08-23T16:03:55.663388Z,19
2021-08-23T16:03:56.009051Z,19
2021-08-23T16:03:56.354869Z,18
2021-08-23T16:03:56.72308Z,18
2021-08-23T16:03:57.070103Z,18
2021-08-23T16:03:57.489582Z,18
2021-08-23T16:03:57.8585Z,19
2021-08-23T16:03:58.218495Z,19
2021-08-23T16:03:58.615104Z,19
2021-08-23T16:03:58.969493Z,19
2021-08-23T16:03:59.335006Z,19
2021-08-23T16:03:59.733226Z,20
2021-08-23T16:04:00.157308Z,20
2021-08-23T16:04:00.759167Z,21
2021-08-23T16:04:01.11588Z,21
2021-08-23T16:04:01.838625Z,21
2021-08-23T16:04:02.730086Z,21
2021-08-23T16:04:03.11887Z,21
2021-08-23T16:04:04.743889Z,21
2021-08-23T16:05:10.146747Z,23
2021-08-23T16:05:11.198155Z,23
2021-08-23T16:05:11.610685Z,23
2021-08-23T16:05:12.111331Z,22
2021-08-23T16:05:12.494547Z,23
2021-08-23T16:05:13.091796Z,23
2021-08-23T16:05:13.527339Z,23
2021-08-23T16:05:13.878834Z,23
2021-08-23T16:05:14.296224Z,23
2021-08-23T16:05:14.703259Z,23
2021-08-23T16:05:15.101215Z,23
2021-08-23T16:05:15.511706Z,23
2021-08-23T16:05:15.91875Z,23
2021-08-23T16:05:16.291067Z,22
2021-08-23T16:05:16.703905Z,22
2021-08-23T16:05:17.084077Z,23
2021-08-23T16:05:17.441986Z,22
2021-08-23T16:05:17.802424Z,23
2021-08-23T16:05:18.155745Z,23
2021-08-23T16:05:18.50202Z,22
2021-08-23T16:05:18.870593Z,23
2021-08-23T16:05:19.281104Z,23
2021-08-23T16:05:19.631017Z,23
2021-08-23T16:05:19.996917Z,23
2021-08-23T16:05:20.365082Z,22
2021-08-23T16:05:20.750316Z,23
2021-08-23T16:05:21.122064Z,23
2021-08-23T16:05:21.533215Z,22
2021-08-23T16:05:22.027043Z,23
2021-08-23T16:05:22.572623Z,22
2021-08-23T16:05:23.0534Z,23
2021-08-23T16:05:23.715805Z,23
2021-08-23T16:05:24.092567Z,23
2021-08-23T16:05:24.468888Z,22
2021-08-23T16:05:24.842701Z,23
2021-08-23T16:05:25.204607Z,23
2021-08-23T16:05:25.613586Z,22
2021-08-23T16:05:25.973837Z,23
2021-08-23T16:05:26.391858Z,23
2021-08-23T16:05:26.751944Z,23
2021-08-23T16:05:27.1768Z,23
2021-08-23T16:05:27.517493Z,23
2021-08-23T16:05:27.863511Z,23
2021-08-23T16:05:28.22021Z,22
2021-08-23T16:05:28.600037Z,23
2021-08-23T16:05:28.950348Z,23
2021-08-23T16:05:29.328189Z,22
2021-08-23T16:05:29.725273Z,23
2021-08-23T16:05:30.089514Z,23
2021-08-23T16:05:30.443742Z,23
2021-08-23T16:05:30.884454Z,23
2021-08-23T16:05:31.247796Z,23
2021-08-23T16:05:31.610576Z,23
2021-08-23T16:05:31.99316Z,23
2021-08-23T16:05:32.377585Z,23
2021-08-23T16:05:32.793077Z,23
2021-08-23T16:05:33.150825Z,23
2021-08-23T16:05:33.50967Z,23
2021-08-23T16:05:33.85499Z,23
2021-08-23T16:05:34.255627Z,22
2021-08-23T16:05:34.632724Z,23
2021-08-23T16:05:35.08338Z,23
2021-08-23T16:05:35.486697Z,23
2021-08-23T16:05:35.864466Z,23
2021-08-23T16:05:36.211766Z,23
2021-08-23T16:05:36.621394Z,23
2021-08-23T16:05:36.982948Z,23
2021-08-23T16:05:37.346307Z,23
2021-08-23T16:05:37.748695Z,23
2021-08-23T16:05:38.113845Z,23
2021-08-23T16:05:38.468608Z,23
2021-08-23T16:05:38.82595Z,23
2021-08-23T16:05:39.18189Z,22
2021-08-23T16:05:39.647742Z,23
2021-08-23T16:05:40.015189Z,23
2021-08-23T16:05:40.373364Z,23
2021-08-23T16:05:40.731988Z,23
2021-08-23T16:05:41.089396Z,22
2021-08-23T16:05:41.479372Z,23
2021-08-23T16:05:41.826259Z,23
2021-08-23T16:05:42.200529Z,22
2021-08-23T16:05:42.57475Z,23
2021-08-23T16:05:42.946103Z,23
2021-08-23T16:05:43.303559Z,23
2021-08-23T16:05:43.665451Z,23
2021-08-23T16:05:44.017096Z,23
2021-08-23T16:05:44.365338Z,23
2021-08-23T16:05:45.013046Z,23
2021-08-23T16:05:45.364178Z,23
2021-08-23T16:05:45.719743Z,23
2021-08-23T16:05:46.097639Z,23
2021-08-23T16:05:46.451383Z,22
2021-08-23T16:05:46.814201Z,23
2021-08-23T16:05:47.164247Z,23
2021-08-23T16:05:47.514542Z,23
2021-08-23T16:05:47.865655Z,23
2021-08-23T16:05:48.237485Z,22
2021-08-23T16:05:48.719124Z,23
2021-08-23T16:05:49.06739Z,22
2021-08-23T16:05:49.448153Z,23
2021-08-23T16:05:49.84451Z,23
2021-08-23T16:05:50.20842Z,23
2021-08-23T16:05:50.565603Z,23
2021-08-23T16:05:50.917876Z,22
2021-08-23T16:05:51.291396Z,23
2021-08-23T16:05:51.635128Z,23
2021-08-23T16:05:51.985151Z,22
2021-08-23T16:05:52.395855Z,23
2021-08-23T16:05:52.746933Z,23
2021-08-23T16:05:53.123029Z,23
2021-08-23T16:05:53.481563Z,23
2021-08-23T16:05:53.835282Z,22
2021-08-23T16:05:54.205636Z,23
2021-08-23T16:05:54.704601Z,22
2021-08-23T16:05:55.071413Z,24
2021-08-23T16:05:55.417176Z,24
2021-08-23T16:05:55.765731Z,24
2021-08-23T16:05:56.139117Z,24
2021-08-23T16:05:56.519432Z,26
2021-08-23T16:05:56.917015Z,24
2021-08-23T16:05:58.350585Z,25
2021-08-23T16:05:58.77854Z,26
2021-08-23T16:05:59.28807Z,25
2021-08-23T16:05:59.672043Z,25
2021-08-23T16:06:00.03284Z,24
2021-08-23T16:06:00.372558Z,24
2021-08-23T16:06:00.723677Z,28
2021-08-23T16:06:01.078453Z,28
2021-08-23T16:06:01.491923Z,28
2021-08-23T16:06:01.844086Z,28
2021-08-23T16:06:02.193488Z,28
2021-08-23T16:06:02.613385Z,28
2021-08-23T16:06:02.985882Z,28
2021-08-23T16:06:03.370685Z,28
2021-08-23T16:06:03.977016Z,27
2021-08-23T16:06:04.524711Z,27
2021-08-23T16:06:04.883445Z,27
2021-08-23T16:06:05.264483Z,27
2021-08-23T16:06:05.687629Z,27
2021-08-23T16:06:06.075115Z,27
2021-08-23T16:06:06.458473Z,27
2021-08-23T16:06:06.825732Z,27
2021-08-23T16:06:07.266416Z,27
2021-08-23T16:06:07.621432Z,27
2021-08-23T16:06:08.004254Z,27
2021-08-23T16:06:08.401586Z,27
2021-08-23T16:06:08.796014Z,27
2021-08-23T16:06:09.253318Z,27
2021-08-23T16:06:09.630803Z,27
2021-08-23T16:06:10.023719Z,27
2021-08-23T16:06:10.421378Z,27
2021-08-23T16:06:10.804489Z,27
2021-08-23T16:06:11.204211Z,27
2021-08-23T16:06:11.598138Z,28
2021-08-23T16:06:11.947681Z,31
2021-08-23T16:06:12.328257Z,30
2021-08-23T16:06:12.738601Z,30
2021-08-23T16:06:13.091598Z,30
2021-08-23T16:06:13.485527Z,30
2021-08-23T16:06:13.842066Z,30
2021-08-23T16:06:14.219205Z,30
2021-08-23T16:06:14.597537Z,30
2021-08-23T16:06:14.952926Z,30
2021-08-23T16:06:15.315096Z,30
2021-08-23T16:06:15.720362Z,30
2021-08-23T16:06:16.112123Z,30
2021-08-23T16:06:16.487469Z,30
2021-08-23T16:06:16.844234Z,25
2021-08-23T16:06:17.210472Z,24
2021-08-23T16:06:17.568103Z,24
2021-08-23T16:06:17.923954Z,24
2021-08-23T16:06:18.29599Z,25
2021-08-23T16:06:18.643815Z,25
2021-08-23T16:06:18.991887Z,25
2021-08-23T16:06:19.378456Z,24
2021-08-23T16:06:19.722747Z,24
2021-08-23T16:06:20.075728Z,24
2021-08-23T16:06:20.448904Z,24
2021-08-23T16:06:20.845912Z,24
2021-08-23T16:06:21.274099Z,24
2021-08-23T16:06:21.765644Z,24
2021-08-23T16:06:22.243041Z,24
2021-08-23T16:06:22.642813Z,24
2021-08-23T16:06:22.999715Z,23
2021-08-23T16:06:23.404169Z,24
2021-08-23T16:06:23.891165Z,23
2021-08-23T16:06:24.43506Z,24
2021-08-23T16:06:24.831432Z,25
2021-08-23T16:06:25.237196Z,24
2021-08-23T16:06:25.594037Z,25
2021-08-23T16:06:25.957359Z,25
2021-08-23T16:06:26.328985Z,24
2021-08-23T16:06:26.76306Z,24
2021-08-23T16:06:27.118422Z,24
2021-08-23T16:06:27.471882Z,25
2021-08-23T16:06:27.863154Z,24
2021-08-23T16:06:28.213468Z,24
2021-08-23T16:06:28.560268Z,25
2021-08-23T16:06:28.924838Z,24
2021-08-23T16:06:29.345782Z,24
2021-08-23T16:06:29.697973Z,25
2021-08-23T16:06:30.045741Z,25
2021-08-23T16:06:30.395791Z,25
2021-08-23T16:06:30.765435Z,24
2021-08-23T16:06:31.141117Z,24
2021-08-23T16:06:31.497443Z,24
2021-08-23T16:06:31.881977Z,24
2021-08-23T16:06:32.239927Z,25
2021-08-23T16:06:32.618361Z,24
2021-08-23T16:06:32.969169Z,24
2021-08-23T16:06:33.319042Z,24
2021-08-23T16:06:33.669555Z,24
2021-08-23T16:06:34.016027Z,25
2021-08-23T16:06:34.431452Z,24
2021-08-23T16:06:34.781603Z,25
2021-08-23T16:06:35.132042Z,24
2021-08-23T16:06:35.488453Z,24
2021-08-23T16:06:35.846822Z,25
2021-08-23T16:06:36.207364Z,24
2021-08-23T16:06:36.560936Z,24
2021-08-23T16:06:36.966751Z,24
2021-08-23T16:06:37.327662Z,24
2021-08-23T16:06:37.674189Z,24
2021-08-23T16:06:38.022766Z,24
2021-08-23T16:06:38.364578Z,24
2021-08-23T16:06:38.718329Z,24
2021-08-23T16:06:39.075107Z,25
2021-08-23T16:06:39.456292Z,26
2021-08-23T16:06:39.813317Z,26
2021-08-23T16:06:40.170338Z,25
2021-08-23T16:06:40.54936Z,26
2021-08-23T16:06:40.908561Z,26
2021-08-23T16:06:41.292564Z,26
2021-08-23T16:06:41.688956Z,25
2021-08-23T16:06:42.119352Z,26
2021-08-23T16:06:42.563317Z,26
2021-08-23T16:06:42.926369Z,26
2021-08-23T16:06:43.386729Z,26
2021-08-23T16:06:43.74426Z,26
2021-08-23T16:06:44.115492Z,27
2021-08-23T16:06:44.470505Z,26
2021-08-23T16:06:44.833801Z,26
2021-08-23T16:06:45.230597Z,26
2021-08-23T16:06:45.600416Z,26
2021-08-23T16:06:45.955098Z,27
2021-08-23T16:06:46.314812Z,26
2021-08-23T16:06:46.6723Z,26
2021-08-23T16:06:47.026001Z,26
2021-08-23T16:06:47.381523Z,26
2021-08-23T16:06:47.739703Z,26
2021-08-23T16:06:48.086462Z,26
2021-08-23T16:06:48.503243Z,26
