2021-08-23T16:42:17.659676Z,26
2021-08-23T16:42:18.055276Z,26
2021-08-23T16:42:18.436647Z,26
2021-08-23T16:42:18.862688Z,26
2021-08-23T16:42:19.252807Z,26
2021-08-23T16:42:19.704792Z,26
2021-08-23T16:42:20.090352Z,26
2021-08-23T16:42:20.507529Z,26
2021-08-23T16:42:20.91238Z,26
2021-08-23T16:42:21.400112Z,27
2021-08-23T16:42:21.80715Z,27
2021-08-23T16:42:22.325654Z,28
2021-08-23T16:42:22.860619Z,27
2021-08-23T16:42:24.495958Z,27
2021-08-23T16:42:24.924675Z,27
2021-08-23T16:42:25.364081Z,27
2021-08-23T16:42:25.779504Z,27
2021-08-23T16:42:26.246251Z,27
2021-08-23T16:42:26.672004Z,27
2021-08-23T16:42:27.080011Z,27
2021-08-23T16:42:27.47392Z,27
2021-08-23T16:42:27.883582Z,27
2021-08-23T16:42:28.288752Z,27
2021-08-23T16:42:28.684357Z,27
2021-08-23T16:42:29.087599Z,27
2021-08-23T16:42:29.490232Z,27
2021-08-23T16:42:29.890402Z,27
2021-08-23T16:42:30.281358Z,27
2021-08-23T16:42:30.70875Z,27
2021-08-23T16:42:31.146763Z,27
2021-08-23T16:42:31.53789Z,27
2021-08-23T16:42:31.965642Z,27
2021-08-23T16:42:32.362213Z,27
2021-08-23T16:42:32.795676Z,27
2021-08-23T16:42:33.187469Z,27
2021-08-23T16:42:33.643758Z,27
2021-08-23T16:42:34.03365Z,27
2021-08-23T16:42:34.460702Z,27
2021-08-23T16:42:34.849128Z,27
2021-08-23T16:42:35.273766Z,27
2021-08-23T16:42:35.667467Z,27
2021-08-23T16:42:36.094393Z,27
2021-08-23T16:42:36.514557Z,26
2021-08-23T16:42:36.970792Z,27
2021-08-23T16:42:37.378262Z,26
2021-08-23T16:42:37.811191Z,26
2021-08-23T16:42:38.197695Z,25
2021-08-23T16:42:38.62494Z,25
2021-08-23T16:42:39.050513Z,24
2021-08-23T16:42:39.473938Z,24
2021-08-23T16:42:39.952725Z,23
2021-08-23T16:42:40.403451Z,24
2021-08-23T16:42:40.797883Z,23
2021-08-23T16:42:41.248401Z,24
2021-08-23T16:42:41.643576Z,23
2021-08-23T16:42:42.06331Z,23
2021-08-23T16:42:42.459137Z,23
2021-08-23T16:42:42.886603Z,23
2021-08-23T16:42:43.278128Z,23
2021-08-23T16:42:43.704246Z,24
2021-08-23T16:42:44.132894Z,24
2021-08-23T16:42:44.559556Z,24
2021-08-23T16:42:44.952624Z,25
2021-08-23T16:42:45.406634Z,25
2021-08-23T16:42:45.797349Z,25
2021-08-23T16:42:46.21565Z,25
2021-08-23T16:42:46.617595Z,24
2021-08-23T16:42:47.035325Z,25
2021-08-23T16:42:47.431064Z,25
2021-08-23T16:42:47.854011Z,25
2021-08-23T16:42:48.240929Z,25
2021-08-23T16:42:48.657079Z,26
2021-08-23T16:42:49.072055Z,26
2021-08-23T16:42:49.476909Z,26
2021-08-23T16:42:49.864338Z,26
2021-08-23T16:42:50.278055Z,26
2021-08-23T16:42:50.666548Z,26
2021-08-23T16:42:51.081261Z,26
2021-08-23T16:42:51.482767Z,26
2021-08-23T16:42:51.901429Z,27
2021-08-23T16:42:52.300436Z,26
2021-08-23T16:42:52.70813Z,26
2021-08-23T16:42:53.110963Z,26
2021-08-23T16:42:53.531998Z,26
2021-08-23T16:42:53.956345Z,26
2021-08-23T16:42:54.386028Z,26
2021-08-23T16:42:54.783793Z,26
2021-08-23T16:42:55.227419Z,26
2021-08-23T16:42:55.645056Z,26
2021-08-23T16:42:56.069091Z,26
2021-08-23T16:42:56.460855Z,26
